image_path,text_snippet,tag_abstract,ed_level_primary,religious_participation,audio_path,time_series_data,survey_anxiety,survey_control,survey_hope
data/images/hope_window.jpg,"The morning light through a cracked window frame, where dust dances in sunbeams above a single wilting plant.","Spiritual Resilience","No Diploma","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [200,180,220,190,210,195,225,200,215,190,205,200]}",2,4,4
data/images/burnt_plastic.jpg,"The smell of burnt plastic from a leaky pipe that can't be fixed. The landlord won't answer calls.","Systemic Frustration","High School","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [500,520,480,510,490,530,500,515,495,525,505,510]}",4,2,2
data/images/child_homework.jpg,"A child doing homework by candlelight, trying to finish before the power company shuts it off again.","Time Poverty","College","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [300,320,280,310,290,330,300,315,295,325,305,310]}",3,3,3
data/images/empty_fridge.jpg,"Staring into an empty refrigerator, calculating which bill can wait another week.","Material Deprivation","High School","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [400,380,420,390,410,385,425,400,415,390,405,400]}",5,1,1
data/images/community_gathering.jpg,"Sunday service where everyone brings what they can, and somehow there's enough for all.","Spiritual Resilience","College","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [250,240,260,245,255,240,265,250,260,245,255,250]}",1,5,5
data/images/bus_stop_night.jpg,"Waiting for the last bus at midnight after the second job, feet aching, mind racing about tomorrow.","Time Poverty","No Diploma","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [600,620,580,610,590,630,600,615,595,625,605,610]}",4,2,2
data/images/medical_bills.jpg,"A stack of medical bills hidden under a magazine, pretending they don't exist for one more day.","Systemic Frustration","College","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [350,340,360,345,355,340,365,350,360,345,355,350]}",5,1,1
data/images/grandmother_hands.jpg,"Grandmother's hands, worn from decades of work, teaching a child to read from a tattered library book.","Spiritual Resilience","No Diploma","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [220,210,230,215,225,210,235,220,230,215,225,220]}",2,4,4
data/images/phone_screen.jpg,"The phone screen cracked, but still showing job applications sent into the void.","Cognitive Load","High School","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [450,440,460,445,455,440,465,450,460,445,455,450]}",4,2,3
data/images/food_pantry.jpg,"The dignity of choosing between two cans when the food pantry only allows one per person.","Material Deprivation","High School","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [380,370,390,375,385,370,395,380,390,375,385,380]}",4,2,2
data/images/school_fieldtrip.jpg,"Explaining to a child why they can't go on the school field trip, watching their hope fade.","Systemic Frustration","College","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [320,310,330,315,325,310,335,320,330,315,325,320]}",4,2,2
data/images/prayer_hands.jpg,"Kneeling by the bed, praying for strength to face another day of impossible choices.","Spiritual Resilience","No Diploma","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [230,220,240,225,235,220,245,230,240,225,235,230]}",3,3,4
data/images/neighbor_door.jpg,"Knocking on a neighbor's door at 2am, asking if they have a spare can of formula for the baby.","Social Capital","High School","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [420,410,430,415,425,410,435,420,430,415,425,420]}",5,1,1
data/images/library_corner.jpg,"The quiet corner of the public library, where a teenager studies for the GED test while others sleep nearby.","Educational Barriers","No Diploma","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [280,270,290,275,285,270,295,280,290,275,285,280]}",2,4,4
data/images/utility_notice.jpg,"The final notice from the utility company, written in language designed to intimidate and confuse.","Cognitive Load","No Diploma","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [480,470,490,475,485,470,495,480,490,475,485,480]}",5,1,1
data/images/church_basement.jpg,"The church basement where people gather not just for food, but for the warmth of human connection.","Social Capital","High School","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [260,250,270,255,265,250,275,260,270,255,265,260]}",2,4,4
data/images/broken_shoes.jpg,"Wearing shoes with holes, calculating how many more miles they can last before completely falling apart.","Material Deprivation","No Diploma","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [360,350,370,355,365,350,375,360,370,355,365,360]}",4,2,2
data/images/mother_smile.jpg,"A mother's forced smile, hiding the exhaustion of working three jobs to keep the lights on.","Time Poverty","College","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [550,540,560,545,555,540,565,550,560,545,555,550]}",4,2,3
data/images/solitude_park.jpg,"Sitting alone in a park, feeling the weight of isolation even in a crowd of people.","Spiritual Isolation","High School","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [340,330,350,335,345,330,355,340,350,335,345,340]}",5,1,1
data/images/community_garden.jpg,"Tending a community garden plot, finding purpose in nurturing something that grows.","Spiritual Resilience","High School","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [240,230,250,235,245,230,255,240,250,235,245,240]}",2,4,4
data/images/job_interview.jpg,"Dressing in the best clothes you have, knowing they're still not quite right for the interview.","Systemic Frustration","College","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [370,360,380,365,375,360,385,370,380,365,375,370]}",4,2,3
data/images/grandfather_stories.jpg,"An elder sharing stories of survival, passing down wisdom that schools never teach.","Social Capital","No Diploma","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [270,260,280,265,275,260,285,270,280,265,275,270]}",2,4,4
data/images/application_forms.jpg,"Filling out government assistance forms, each question feeling like an invasion of privacy.","Cognitive Load","High School","Low (Monthly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [460,450,470,455,465,450,475,460,470,455,465,460]}",4,2,2
data/images/children_play.jpg,"Watching children play in a parking lot because there's no safe park nearby, and no car to drive to one.","Material Deprivation","No Diploma","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [330,320,340,325,335,320,345,330,340,325,335,330]}",3,3,3
data/images/night_shift.jpg,"The surreal world of the night shift, where time loses meaning and days blur together.","Time Poverty","High School","None",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [580,570,590,575,585,570,595,580,590,575,585,580]}",4,2,2
data/images/graduation_photo.jpg,"A graduation photo on the wall, the only family member to finish college, surrounded by pride and expectation.","Educational Barriers","College","High (Weekly)",,"{"time": [1,2,3,4,5,6,7,8,9,10,11,12], "value": [290,280,300,285,295,280,305,290,300,285,295,290]}",2,4,5
